Symbol,Name,Inception,Structure,Tracks This Index,Index Description,Category,Provider,Expense Ratio,Dividend,Div Yield,Market Cap (millions),Shares (millions),Avg Vol,Beta,Asset Class,Asset Class Size,Asset Class Style,Region,Basic Materials,Communication Services,Consumer Cyclical,Consumer Defensive,Energy,Financial Services,Health Care,Industrials,Real Estate,Technology,Utilities,Leveraged,Inverse,Top Holdings,Chart,,,,,,,,,,,,,
TIPZ,Broad U.S. TIPS Index Fund,2009-09-03,ETF,BofA Merrill Lynch US Inflation-Linked Treasury Index,The BofA Merrill Lynch US Inflation-Linked Treasury Index is an unmanaged index comprised of U.S. Treasury Inflation Protected Securities with at least $1 billion in outstanding face value and a remaining term to final maturity of greater than one year.,Inflation-Protected Bonds,PIMCO,0.20%,$0.04,0.96%,$51.20 ,0.9," 	4,481 ", 	(0.58),Bond,,,,,,,,,,,,,,,,,click,click,,,,,,,,,,,,,
TLH,10-20 Year Treasury Bond ETF,2007-01-05,ETF,Barclays Capital U.S. 10-20 Year Treasury Bond Index,The index measures the performance of U.S. Treasury securities that have a remaining maturity of at least 10 years and less than 20 years.,Government Bonds,iShares,0.15%,$0.27,2.41%,$217.80 ,1.8," 	22,455 ", 	(0.78),Bond,,,,,,,,,,,,,,,,,click,click,,,,,,,,,,,,,
TLO,SPDR Barclays Long Term Treasury ETF,2007-05-23,ETF,Barclays Capital Long U.S. Treasury Index,"The Barclays Capital Long U.S. Treasury Index includes all publicly issued, U.S. Treasury securities that have a remaining maturity of 10 or more years, are rated investment grade, and have $250 million or more of outstanding face value.",Government Bonds,State Street SPDR,0.13%,$0.15,2.97%,$35.90 ,0.6," 	12,358 ", 	(1.16),Bond,,,,,,,,,,,,,,,,,click,click,,,,,,,,,,,,,
TLT,20+ Year Treasury Bond ETF,2002-07-22,ETF,Barclays Capital U.S. 20+ Year Treasury Bond Index,The index measures the performance of U.S. Treasury securities that have a remaining maturity of at least 20 years.,Government Bonds,iShares,0.15%,$0.31,3.19%,"$2,166.80 ",21.3," 	7,492,525 ", 	(1.28),Bond,,,,,,,,,,,,,,,,,click,click,,,,,,,,,,,,,
TLTD,Morningstar Developed Markets ex-US Factor Tilt Index Fund,2012-09-28,ETF,Morningstar Developed Markets ex-US Factor Tilt Index,"The index reflects the performance of a selection of equity securities designed to provide broad exposure to the global developed equities markets, excluding the U.S., with increased exposure to small-capitalization stocks and value stocks.",Foreign Large Cap Equities,FlexShares,0.42%,$0.11,0.18%,$360.10 ,5.8," 	42,339 ", 	0.92 ,Equity,,,Developed Markets,10.38%,4.14%,13.22%,9.32%,7.83%,18.39%,8.03%,14.29%,4.78%,5.62%,3.05%,,,click,click,,,,,,,,,,,,,
TLTE,Morningstar Emerging Markets Factor Tilt Index Fund,2012-09-28,ETF,Morningstar Emerging Markets Factor Tilt Index,"The index reflects the performance of a selection of equity securities designed to provide broad exposure to the global emerging equities markets, with increased exposure to small-capitalization stocks and value stocks.",Emerging Markets Equities,FlexShares,0.65%,$0.05,0.10%,$177.90 ,3.5," 	36,130 ", 	(1.20),Equity,,,Emerging Markets,10.11%,6.30%,9.92%,8.04%,6.60%,18.63%,2.07%,9.14%,4.56%,13.47%,3.23%,,,click,click,,,,,,,,,,,,,
TMF,Daily 20 Year Plus Treasury Bull 3x Shares,2009-04-16,ETF,NYSE 20 Year Plus Treasury Bond Index (300%),The index is a multiple-security fixed income index that aims to track the total returns of the long-term 20 year and greater maturity range of the U.S. Treasury bond market.,Leveraged Bonds,Direxion,0.95%,$0.08,0.57%,$19.60 ,0.5," 	122,711 ", 	(3.72),Bond,,,,,,,,,,,,,,,3x,,click,click,,,,,,,,,,,,,
TMV,Daily 20 Year Plus Treasury Bear 3x Shares,2009-04-16,ETF,NYSE 20 Year Plus Treasury Bond Index (-300%),The index is a multiple-security fixed income index that aims to track the total returns of the long-term 20 year and greater maturity range of the U.S. Treasury bond market.,Leveraged Bonds,Direxion,0.95%,$7.35,18.33%,$646.10 ,8.8," 	348,019 ", 	3.70 ,Bond,,,,,,,,,,,,,,,3x,Yes,click,click,,,,,,,,,,,,,
TMW,SPDR DJ Wilshire Total Market ETF,2000-10-04,ETF,Dow Jones U.S. Total Stock Market Index,"The Dow Jones U.S. Total Stock Market Index is a float-adjusted market capitalization weighted index that reflects shares of securities actually available to investors in the marketplace. To be included in the Index, an issue generally must be all of the following: (i) an equity issue (common stock, REIT or limited partnership); (ii) a security that has its primary market listing in the U.S.; and (iii) a U.S. headquartered company.",All Cap Equities,State Street SPDR,0.20%,$0.45,1.36%,$508.00 ,4.2," 	4,278 ", 	0.93 ,Equity,Multi-Cap,Blend,North America,3.04%,4.15%,12.93%,9.40%,9.60%,14.86%,12.64%,10.81%,3.13%,16.16%,2.76%,,,click,click,,,,,,,,,,,,,
TNA,Daily Small Cap Bull 3X Shares,2008-11-05,ETF,Russell 2000 Index (300%),"The Russell 2000 Index measures the performance of the small-cap segment of the U.S. equity universe and is comprised of the smallest 2000 companies in the Russell 3000 Index, representing approximately 10% of the total market capitalization of that Index. It includes approximately 2000 of the smallest securities based on a combination of their market cap and current index membership.",Leveraged Equities,Direxion,0.95%,$0.11,0.12%,$854.60 ,11.1," 	8,955,166 ", 	4.24 ,Equity,Small-Cap,Blend,North America,,,,,,,,,,,,3x,,click,click,,,,,,,,,,,,,
TOK,MSCI KLD 400 Social ETF,2007-12-10,ETF,MSCI Kokusai Index,"The Index is designed to measure equity market performance in those countries MSCI has classified as having developed economies, excluding Japan.",Global Equities,iShares,0.25%,$0.59,2.41%,$469.90 ,9," 	28,058 ", 	1.05 ,Equity,Large-Cap,Blend,Developed Markets,5.43%,4.59%,10.36%,10.76%,10.44%,17.81%,11.69%,9.38%,2.88%,11.31%,3.33%,,,click,click,,,,,,,,,,,,,
TQQQ,UltraPro QQQ,2010-02-09,ETF,NASDAQ-100 Index (300%),The Index includes 100 of the largest domestic and international nonfinancial companies listed on the Nasdaq Stock Market based on market capitalization.,Leveraged Equities,ProShares,0.95%,,,$550.00 ,4.5," 	1,269,845 ", 	3.35 ,Equity,Large-Cap,Growth,North America,,,,,,,,,,,,3x,,click,click,,,,,,,,,,,,,
TRND,US Large Cap Trendpilot ETN,2010-12-08,ETN,RBS US Large Cap Trendpilot Index,"The index utilizes a systematic trend-following strategy to provide exposure to either the S&amp;P 500 Total Return Index or the yield on a hypothetical notional investment in 3-month U.S. Treasury bills, depending on the relative performance of the S&amp;P 500 on a simple historical moving average basis.",Large Cap Blend Equities,RBS,1.00%,,,$103.20 ,2.9," 	55,759 ", 	0.99 ,Equity,Large-Cap,Blend,North America,,,,,,,,,,,,,,click,click,,,,,,,,,,,,,
TRSY,Broad U.S. Treasury Index Fund,2010-11-02,ETF,BofA Merrill Lynch Liquid US Treasury Index,"The index is an unmanaged index that tracks the performance of the three most recently issued 2-year, 3- year, 5-year, 7-year, 10-year and 30-year U.S. Treasury notes and bonds.",Government Bonds,PIMCO,0.15%,$0.13,2.17%,$7.90 ,0.1, 	285 , 	(0.88),Bond,,,,,,,,,,,,,,,,,click,click,,,,,,,,,,,,,
TTT,UltraPro Short 20+ Year Treasury,2012-03-27,ETF,Barclays Capital U.S. 20+ Year Treasury Index (-300%),This index measures the performance of U.S. Treasury securities that have a remaining maturity of at least 20 years.,Leveraged Bonds,ProShares,0.95%,,,$116.60 ,1.2," 	35,506 ", 	3.73 ,Bond,,,,,,,,,,,,,,,3x,Yes,click,click,,,,,,,,,,,,,
TUR,MSCI Turkey ETF,2008-03-26,ETF,MSCI Turkey Investable Market Index,The index measures the performance of the Turkish equity market.,Emerging Markets Equities,iShares,0.60%,$1.12,2.50%,$397.70 ,8.9," 	345,516 ", 	(4.13),Equity,,,Emerging Europe,6.67%,7.42%,4.64%,11.92%,4.11%,41.67%,0.22%,17.07%,2.39%,2.31%,0.34%,,,click,click,,,,,,,,,,,,,
TVIX,Daily 2x VIX Short-Term ETN,2010-11-29,ETN,S&P 500 VIX Short-Term Futures Index Excess Return (200%),"The index was designed to provide investors with exposure to one or more maturities of futures contracts on the VIX, which reflects implied volatility of the S&amp;P 500 Index at various points along the volatility forward curve.",Volatility,VelocityShares,1.65%,,,$95.30 ,13.4," 	4,038,419 ", 	(6.84),Alternatives,,,North America,,,,,,,,,,,,2x,,click,click,,,,,,,,,,,,,
TWM,UltraShort Russell2000,2007-01-23,ETF,Russell 2000 Index (-200%),"The Russell 2000 Index measures the performance of the small-cap segment of the U.S. equity universe and is comprised of the smallest 2000 companies in the Russell 3000 Index, representing approximately 10% of the total market capitalization of that Index. It includes approximately 2000 of the smallest securities based on a combination of their market cap and current index membership.",Leveraged Equities,ProShares,0.95%,$25.07,,$251.90 ,20.9," 	1,958,805 ", 	(2.81),Equity,Small-Cap,Blend,North America,,,,,,,,,,,,2x,Yes,click,click,,,,,,,,,,,,,
TWQ,UltraShort Russell3000,2009-06-30,ETF,Russell 3000 Index (-200%),"ProShares UltraShort Russell3000 seeks daily investment results, before fees and expenses, that correspond to twice (200%) the inverse (opposite) of the daily performance of the Russell 3000 Index.",Leveraged Equities,ProShares,0.95%,,,$0.70 ,0," 	2,172 ", 	(2.85),Equity,,Blend,North America,,,,,,,,,,,,2x,Yes,click,click,,,,,,,,,,,,,
TYD,Daily 7-10 Year Treasury Bull 3x Shares,2009-04-16,ETF,NYSE 7-10 Year Treasury Bond Index,The index is comprised of Treasury Notes with a maturity between seven and ten years.,Leveraged Bonds,Direxion,0.95%,$0.19,0.25%,$3.50 ,0.1," 	3,002 ", 	(1.67),Bond,,,,,,,,,,,,,,,3x,,click,click,,,,,,,,,,,,,
TYO,Daily 7-10 Year Treasury Bear 3x Shares,2009-04-16,ETF,NYSE 7-10 Year Treasury Bond Index,The index is comprised of Treasury Notes with a maturity between seven and ten years.,Leveraged Bonds,Direxion,0.95%,$5.17,12.27%,$63.10 ,2.5," 	13,217 ", 	1.72 ,Bond,,,,,,,,,,,,,,,3x,Yes,click,click,,,,,,,,,,,,,
TZA,Daily Small Cap Bear 3X Shares,2008-11-05,ETF,Russell 2000 Index (-300%),"The Russell 2000 Index measures the performance of the small-cap segment of the U.S. equity universe and is comprised of the smallest 2000 companies in the Russell 3000 Index, representing approximately 10% of the total market capitalization of that Index. It includes approximately 2000 of the smallest securities based on a combination of their market cap and current index membership.",Leveraged Equities,Direxion,0.95%,,,$525.20 ,30.7," 	11,617,575 ", 	(4.16),Equity,Small-Cap,Blend,North America,,,,,,,,,,,,3x,Yes,click,click,,,,,,,,,,,,,
UBR,Ultra MSCI Brazil,2010-04-27,ETF,MSCI Brazil Index (200%),The index measures the performance of the Brazilian equity market.,Leveraged Equities,ProShares,0.95%,,,$6.80 ,0.1," 	2,164 ", 	(5.09),Equity,Large-Cap,Blend,Latin America,,,,,,,,,,,,2x,,click,click,,,,,,,,,,,,,
UBT,Ultra 20+ Year Treasury,2010-01-19,ETF,Barclays Capital U.S. 20+ Year Treasury Index (200%),The index measures the performance of U.S. Treasury securities that have a remaining maturity of at least 20 years.,Leveraged Bonds,ProShares,0.95%,$0.06,0.18%,$17.80 ,0.4," 	11,584 ", 	(2.52),Bond,,,North America,,,,,,,,,,,,2x,,click,click,,,,,,,,,,,,,
UCC,Ultra Consumer Services,2007-01-30,ETF,Dow Jones U.S. Consumer Services Index (200%),"ProShares Ultra Consumer Services seeks daily investment results, before fees and expenses, that correspond to twice (200%) the daily performance of the Dow Jones U.S. Consumer Services Index.",Leveraged Equities,ProShares,0.95%,$0.08,0.33%,$28.50 ,0.4," 	3,241 ", 	2.33 ,Equity,,,North America,,,,,,,,,,,,2x,,click,click,,,,,,,,,,,,,
UCO,Ultra DJ-UBS Crude Oil,2008-11-24,Commodity Pool,Dow Jones-UBS Crude Oil Sub-Index (200%),The index consists of futures contracts on crude oil.,Leveraged Commodities,ProShares,0.95%,,,$148.20 ,4.4," 	1,337,058 ", 	2.85 ,Commodity,,,,,,,,,,,,,,,2x,,click,click,,,,,,,,,,,,,
UDN,DB USD Index Bearish,2007-02-20,Commodity Pool,Deutsche Bank Short US Dollar Index (USDX) Futures Index,"The Index is a rules-based index composed solely of short USDX futures contracts. The USDX futures contract is designed to replicate the performance of being short the US Dollar against the following currencies: Euro, Japanese Yen, British Pound, Canadian Dollar, Swedish Krona and Swiss Franc.",Currency,Invesco PowerShares,0.50%,$0.40,,$64.70 ,2.4," 	22,573 ", 	0.46 ,Currency,,,,,,,,,,,,,,,,Yes,click,click,,,,,,,,,,,,,
UDOW,UltraPro Dow30,2010-02-09,ETF,Dow Jones Industrial Average (300%),The Dow Jones Industrial Average is a price-weighted index of 30 &quot;blue-chip&quot; U.S. stocks. It is the oldest continuing U.S. market index.,Leveraged Equities,ProShares,0.95%,$0.08,0.18%,$110.90 ,1," 	203,116 ", 	2.68 ,Equity,Large-Cap,Value,North America,,,,,,,,,,,,3x,,click,click,,,,,,,,,,,,,
UGA,United States Gasoline Fund LP,2008-02-26,Commodity Pool,Gasoline,"The investment objective of UGA is for the changes in percentage terms of the units' net asset value to reflect the changes in percentage terms of the price of gasoline as measured by the futures contract on unleaded gasoline traded on the New York Mercantile Exchange that is the near month contract to expire, except when the near month contract is within two weeks of expiration, in which case it will invest in the next month to expire, less UGA's expenses.",Oil &amp; Gas,US Commodity Funds,0.60%,,,$57.40 ,1," 	22,509 ", 	1.98 ,Commodity,,,,,,,,,,,,,,,,,click,click,,,,,,,,,,,,,
UGAZ,3x Long Natural Gas ETN,2012-02-08,ETN,S&P GSCI Natural Gas Index Excess Return (300%),This index is composed entirely of natural gas futures contracts and is derived by reference to the price levels of the futures contracts on a single commodity as well as the discount or premium obtained by &quot;rolling&quot; hypothetical positions in such contracts forward as they approach delivery.,Leveraged Commodities,VelocityShares,1.65%,,,$89.70 ,3.9," 	1,789,123 ", 	7.65 ,Commodity,,,,,,,,,,,,,,,3x,,click,click,,,,,,,,,,,,,
UGE,Ultra Consumer Goods,2007-01-30,ETF,Dow Jones U.S. Consumer Goods Index (200%),"ProShares Ultra Consumer Goods seeks daily investment results, before fees and expenses, that correspond to twice (200%) the daily performance of the Dow Jones U.S. Consumer Goods Index.",Leveraged Equities,ProShares,0.95%,$0.04,0.62%,$11.90 ,0.2," 	2,802 ", 	2.10 ,Equity,,,North America,,,,,,,,,,,,2x,,click,click,,,,,,,,,,,,,
UGL,Ultra Gold,2008-12-01,Commodity Pool,Gold bullion (200%),"ProShares Ultra Gold seeks daily investment results, before fees and expenses, that correspond to twice (200%) the daily performance of gold bullion as measured by the U.S. Dollar p.m. fixing price for delivery in London.",Leveraged Commodities,ProShares,0.95%,,,$134.20 ,3.2," 	94,602 ", 	(3.73),Commodity,,,,,,,,,,,,,,,2x,,click,click,,,,,,,,,,,,,
UGLD,3x Long Gold ETN,2011-10-17,ETN,S&P GSCI Gold Index ER (300%),The index offers exposure to gold futures contracts.,Leveraged Commodities,VelocityShares,1.35%,,,$25.80 ,2," 	144,445 ", 	(5.65),Commodity,,,,,,,,,,,,,,,3x,,click,click,,,,,,,,,,,,,
UINF,UltraPro 10 Year TIPS/TSY Spread,2012-02-08,ETF,Dow Jones Credit Suisse 10-Year Inflation Breakeven Index (300%),"The index tracks the performance of long positions in the most recently issued 10-year Treasury Inflation-Protected Securities (TIPS) bond and duration-adjusted short positions in U.S. Treasury notes of the closest maturity. The difference in yield between these instruments (Treasury yield minus TIPS yield) is commonly referred to as a breakeven rate of inflation (BEI), The BEI is considered to be a measure of the market’s expectations for inflation over the next ten years.",Long-Short,ProShares,0.75%,$0.03,0.08%,$1.70 ,0.1, 	317 , 	(4.30),Alternatives,,,,,,,,,,,,,,,3x,,click,click,,,,,,,,,,,,,
UJB,Ultra High Yield,2011-04-14,ETF,iBoxx $ Liquid High Yield Index (200%),The index is designed to provide a broad representation of the U.S. dollar-denominated high yield liquid corporate bond market.,Leveraged Bonds,ProShares,0.95%,,,$2.80 ,0.1," 	3,454 ", 	0.79 ,Bond,,,,,,,,,,,,,,,2x,,click,click,,,,,,,,,,,,,
UKF,Ultra Russell1000 Growth,2007-02-20,ETF,Russell 1000 Growth Index (200%),"ProShares Ultra Russell 1000 Growth seeks daily investment results, before fees and expenses, that correspond to twice (200%) the daily performance of the Russell 1000 Growth Index.",Leveraged Equities,ProShares,0.95%,$0.05,0.10%,$16.40 ,0.2, 	590 , 	1.64 ,Equity,Large-Cap,Growth,North America,,,,,,,,,,,,2x,,click,click,,,,,,,,,,,,,
UKK,Ultra Russell2000 Growth,2007-02-20,ETF,Russell 2000 Growth Index (200%),"ProShares Ultra Russell 2000 Growth seeks daily investment results, before fees and expenses, that correspond to twice (200%) the daily performance of the Russell 2000 Growth Index",Leveraged Equities,ProShares,0.95%,$0.01,0.01%,$14.80 ,0.2," 	2,725 ", 	3.87 ,Equity,Small-Cap,Growth,North America,,,,,,,,,,,,2x,,click,click,,,,,,,,,,,,,
UKW,Ultra Russell MidCap Growth,2007-02-20,ETF,Russell MidCap Growth Index (200%),"ProShares Ultra Russell MidCap Growth seeks daily investment results, before fees and expenses, that correspond to twice (200%) the daily performance of the Russell MidCap Growth Index.",Leveraged Equities,ProShares,0.95%,$0.02,0.03%,$14.30 ,0.2, 	869 , 	1.97 ,Equity,Mid-Cap,Growth,North America,,,,,,,,,,,,2x,,click,click,,,,,,,,,,,,,
ULE,Ultra Euro,2008-11-24,Commodity Pool,Euro (200%),"ProShares Ultra Euro seeks daily investment results, before fees and expenses, that correspond to twice (200%) the U.S. Dollar price of the Euro.",Leveraged Currency,ProShares,0.95%,,,$2.60 ,0.1," 	3,012 ", 	(1.60),Currency,,,,,,,,,,,,,,,2x,,click,click,,,,,,,,,,,,,
